[moderate] still at westlands rndbt entry from the mall shopping centre as of 20:31 nairobisc,,397425806210641921,965832518
[moderate] still on waiyaki way to westlands rndbt from cbd as of 20:31 nairobisc,,397425809742237696,965832518
[moderate] still on waiyaki way from westlands rndbt towards cbd as of 20:31 nairobisc,,397425814028828672,965832518
[moderate] still at westlands rndbt exit to the mall shopping centre as of 20:31 nairobisc,,397425815547154433,965832518
AT_USER quite sad and also weird that fgm is practised in the uk. we are still fighting it here in africa.,,397425942601408513,443539393
"i'm at international arrivals (jkia, kenya) URL",,397426340590522368,51740797
back by public demand AT_USER AT_USER this and every saturday thereafter. the reunion party with AT_USER ..vinyl for life edition.,,397426432294797312,51177594
"these mps,women reps are so obsessed with controlling all the sectors,i wonder what time is left to give back and serve their constituencies",,397426437982269440,122021128
"hahaha ""AT_USER big up on uwa selef the old man who was trying to throw me some lines at the canteen.....am still a younga galo",,397426472098357249,789351523
"AT_USER wins: se sportsmanship 9th time voted by peers, atp world tours fan's favorite 11th straight yrs &amp; as humanitarian of the yr",,397426539614466049,293613856
AT_USER i have done that and nothing is happening! same error!,,397426831311511553,587655557
jamlek kamau!smdh,,397426985640931328,122021128
AT_USER AT_USER haha,,397427201588887552,41856198
"wow, 3 honours in 2013 ... atp tennis , congratulations rfans AT_USER",,397427214545088512,293613856
kenya charges four with aiding terrorism in mall assault: the first formal charges have been filed in the atta... URL,,397427507973996544,15620617
"kenya mall attack: four accused of having role in bloody siege: four people were charged monday, accused of in... URL",,397427508598960128,15620617
"four charged in kenya mall attack plead not guilty: four people were charged monday, accused of involvement in... URL",,397427509450375168,15620617
AT_USER follow me so i can dm you,,397427891757408256,587655557
AT_USER interviews jamleck on 'information and media bills' and surely the kenyan media is shadowboxing!,,397428253511532544,179169080
"*hides face*""AT_USER at what age did you started having sex? qna",,397428296881037313,789351523
woi!!!!... AT_USER you should have read the communication information ammendment bill before engaging jamlek kamau. fail,,397428331391774720,353222544
"followxtiandela what if i'm a muslim, is there a muslimdela?",,397428464548343808,351493478
ok i know the macha governor's achievments etc what's kidero's?seriously or is the media giving a blackout on his achievements?swali tuu,,397428677623164928,122021128
AT_USER i have send you a dm,,397429000748146688,587655557
meanwhile sipping some vodka blueeeeemoooooon :p ivoteforvodka vodkaisvodka hommies moment… URL,,397429190401986560,594555328
"the woodley estate drama needs to be sorted its been long overdue!from mysterious killings,threats,illegal evictions tho!",,397429371503656960,122021128
AT_USER thanks champ,,397429438205681664,1356633876
[slow] still on mombasa rd towards airport near the bellevue area as of 20:45 nairobisc,,397429507524550656,969336888
[moderate] still nw-bound on moi ave after mama ngina st jnctn as of 20:45 nairobisc,,397429510041128960,969281192
[moderate] still on mama ngina st to moi ave as of 20:45 nairobisc,,397429512436072448,969281192
AT_USER asante sana,,397429516970508288,1356633876
[moderate] changed from [slow] on mombasa rd towards nyayo rndbt near marshalls bldg as of 20:45 nairobisc,,397429532660998144,965737039
oh yes it's raining ): been soo long,,397429723489636352,173955121
home (@ mamlaka flats) URL,,397429726018813953,35501613
getting the indian fix... (@ chowpaty restuarant w/ AT_USER [pic]: URL,,397429914917666816,267054363
"AT_USER if you load the atm with fake notes, it will give customers fake notes...banks shd invest in gd notes counting machines to avoid ths",,397430101279010817,84253913
“AT_USER rain is bliss. mombasa rd is being soaked in golden showers.” my thoughts exactly,,397430192509296641,173955121
AT_USER no...,,397430411535859712,1927557667
"there is real magic in enthusiasm. it spells the difference between mediocrity and accomplishment."" - norman vincent peale",,397430492175540224,784579087
AT_USER that was just awful by AT_USER she has no knowledge of the bill at all.... used to scripted material.,,397430646005825536,353222544
its raining water,,397431111262797824,789351523
"AT_USER thanks sis, really appreciate the support",,397431166581886976,1356633876
"jerichan &gt;&gt;""AT_USER if someone from mexico is called a mexican, what do we call someone from jericho ? qna",,397431475949154304,789351523
rt AT_USER that's more like it AT_USER AT_USER,,397431738554916864,97240752
AT_USER AT_USER AT_USER ragz,,397432193154576384,448583641
"i'm at komarock sector 3a (nairobi, kenya) URL",,397432324801196032,367734439
9 tips for a more productive morning via AT_USER,,397432607375642626,173955121
i now agree with AT_USER and AT_USER some journalists are just engaging in the debate from a point of ignorance. mediabill2013,,397432624781991936,353222544
home (@ chez moi) URL,,397432968891076608,50228378
success is only for those who dare to dream,,397433010179813376,501717973
[moderate] changed from [slow] on mombasa rd towards cbd near the bellevue area as of 21:25 nairobisc,,397433316783034368,969336888
rt“AT_USER who is better - gareth bale or neymar? rt for neymar fcb fav for bale halamadrid URL neymar better,,397433739674140672,276877973
overcoming depression. ... susan keters story now on mondayspecial AT_USER,,397433819705643008,46887885
AT_USER do you still want an answer AT_USER,,397434170114605058,280408427
AT_USER was telling so that you investigate. they can con unknowing customers. of course am smarter than them,,397434364273123328,280408427
that goal against norwich clockend stands out AT_USER AT_USER AT_USER,,397434415787163649,1371404827
all county reps are in murang'a county are either chairmen or vice chairmen of a committee... lo.. AT_USER,,397434416789979136,280408427
"muli kanene us d bomb ""AT_USER janet mbugua si msawa,vicky rubadiri is the bizniz",,397434457461751808,452991098
the 2 sms's one contains confirmation you have registered and the other gives u ur pin AT_USER AT_USER,,397434945578496000,113359997
"sun happy smile afro selfie @ nairobi, kenya URL",,397434946509627393,1714890548
dj chucky sexxysaturday @ carnivore restaurant nairobi URL,,397434993682948096,591881716
AT_USER salaam to all my muslim brothers and sister and happy new islamic year god bless you all :) URL,,397435310516076544,1371404827
"mufc , goodluck guys v r . sociedad cl AT_USER AT_USER AT_USER AT_USER",,397435632542556160,293613856
haiya! ati jkia t4 will be open before the end of this year.,,397435714008141825,179169080
AT_USER AT_USER pliz also include me into da gate crush planz. want to visit the hon. in her official seat.,,397435815519092736,448583641
"she is in love wt arsenal tho shez a chelshit fan ""AT_USER u two arsenal fans, we r tired of dat debate. AT_USER AT_USER",,397436562926866432,452991098
[slow] changed from [moderate] on mombasa rd towards cbd near the bellevue area as of 21:37 nairobisc,,397437063080853504,969336888
[slow] changed from [moderate] nw-bound on moi ave after mama ngina st jnctn as of 21:37 nairobisc,,397437063936503809,969281192
i doubt if the article is credible “AT_USER AT_USER they declined to name the bank.”,,397437064318578688,84253913
[slow] still se-bound on moi ave to mama ngina st jnctn as of 21:37 nairobisc,,397437065509367808,969281192
[moderate] still in nyayo rndbt as of 21:37 nairobisc,,397437073746968576,965737039
AT_USER god bless you gal,,397437163954245632,56667769
AT_USER why carry tablets and smart phones around if you cannot read a simple bill before crucial interview? disapointed!,,397437210653650944,353222544
AT_USER AT_USER quite saddening what happened to you.,,397437708945358848,443539393
AT_USER me too...next time come when i am there full force!! :),,397438163272359936,564349397
"but we need to have clear distinction between a trained journalists,a linguist and a comedian. doing an interview on tv without content!...",,397438319027818496,353222544
hehe..shez much welcome to d winning side AT_USER AT_USER,,397439282467459072,452991098
just bumped into ths one &gt;&gt; rude boy | AT_USER,,397439363639832577,270268726
this is part of the new world orderco2#global warming. URL,,397439506628214784,435856647
AT_USER fast throw me yo user name,,397439564161114112,789351523
heading home after a few beer and an awesome documentary,,397439725104922625,78237913
AT_USER and sin also causes depression.. fear of judgement by god.,,397439754137919489,1272712327
"AT_USER thanks brother, really appreciate all the prayers and support you have shown us",,397439771930554369,1356633876
"hahaa nt my bank “AT_USER bankers be like!""AT_USER doubt if the article is credible “AT_USER they declined to name the bank",,397440158267883520,84253913
hostages season 1.. (@ karigoh's digoh..) URL,,397440326048448512,89969893
"le kwu ukwu"" by AT_USER",,397440579321487360,1497573584
"pooped! (@ loresho crescent,makupa road) URL",,397441094314917888,64218003
what is mariga goin to do at soton . the bench and injury list are full probably to make cash.,,397441254658957312,351493478
the battle ahead for blatter will be tough ~&gt; olympic sports resist winter switch for qatar world cup URL,,397441741315649536,173955121
hostel iko flat aje ....,,397442156857925632,153069131
am having one of those days..... thank god it's over.,,397442541391728640,143353816
AT_USER thank you very much for resolving my issue. enjoying my favourite program now.,,397442956648775680,587655557
AT_USER AT_USER i can show her d right way to follow,,397442977217662976,452991098
"whoever has one grain of love is drunk without wine. they are true mystics, bahu, whose graves are alive. - by sultan bahu",,397443176400957440,1619941512
rt...“AT_USER .AT_USER netflix outperforms. again. URL,,397443359490711553,276877973
buh i don want failures AT_USER AT_USER,,397444312369479680,452991098
[slow] still on mombasa rd towards airport near the bellevue area as of 22:11 nairobisc,,397444617173364736,969336888
[moderate] still on mama ngina st to moi ave as of 22:11 nairobisc,,397444618641342464,969281192
[moderate] still on mombasa rd towards nyayo rndbt near marshalls bldg as of 22:11 nairobisc,,397444686710718464,965737039
[moderate] still at westlands rndbt entry from the mall shopping centre as of 22:11 nairobisc,,397444688820461568,965832518
[slow] changed from [moderate] on waiyaki way to westlands rndbt from cbd as of 22:11 nairobisc,,397444693270593536,965832518
[moderate] still on waiyaki way from westlands rndbt towards cbd as of 22:11 nairobisc,,397444696269545473,965832518
[moderate] still at westlands rndbt exit to the mall shopping centre as of 22:11 nairobisc,,397444697867571200,965832518
AT_USER whats up guys loving the showw,,397445478801223680,127343043
so no lecturers kesho... atleast i know imma sleep well happy dance;);),,397445802005917696,1918061420
AT_USER yo avi status is nice :-),,397446038371696640,127343043
AT_USER i bet every nigga would be faithful if god took an inch off his dick🍆 every time he cheated 😂😂,,397446233272647680,127343043
watch confusionnawa starring AT_USER,,397446372020195328,1497573584
am touched. am sure u have helped many people who dont know they nid profesional help. cld this be discussed again? mondayspecialke,,397446494443544576,1899798319
"terror suspect watched 'to stop escape abroad': a terror suspect, who escaped surveillance by changing into a ... URL",,397446541671014400,15620617
i just want straight teeth and a pretty face and a perfect body and flawless eyes and long hair and everything im not,,397446576379269120,127343043
i smoke sigara kwa wingi na lighter tu!,,397447292623790080,281662204
ati we kuwa na mimi itakuwa blunder tu,,397447404641071104,281662204
nimekuwa bad boy ever since standard 2,,397447408151703552,281662204
kuchapa watoi mateke hadi naganda mguu,,397447484592902144,281662204
AT_USER wagwaaaannn now,,397447549659140096,127343043
but nyashinski of klepto was a bad maaan !,,397447562766344192,281662204
"first of all ni obvious, nyashinski juu ya mic unajua vocals ni all so glorious !",,397447880476467200,281662204
"na ni popular, yeah, lakini juu ya meza kuna issue moja biggie ka notorious.",,397447972428193792,281662204
np bad boy - amani x nyashinski tbjaaaam !,,397448038694002689,281662204
"alikubali watasema amekuwa soft, kaa sponge, haiwezekani !",,397448215584579584,281662204
we are growing strong. .thanks god..,,397448236392513537,262257884
so anadu nini ?! anafikiria kwanza,,397448254243495936,281662204
"situation tricky nani,",,397448295645470720,281662204
AT_USER haaahaaa that chickss story makes my night,,397448337756258304,127343043
mtaani ana respect fiti mami,,397448346182639616,281662204
akikubali ataulizwa vipi waadhi ?! 😃😄😄,,397448424104402944,281662204
"woooah, listening to that jam has brought back so many childhood memories.",,397448521970118656,281662204
kenyan locals back then were the shiiittt !,,397448791718375424,281662204
AT_USER yeyeee azae tu wata patana mbele....,,397448827428671488,127343043
AT_USER AT_USER my first day to see a security guard attempting to hit a lady for asking for a wheel chair.,,397449514946400256,385293152
AT_USER jam or jem ?! 😃😄🙈🙈,,397449835319930880,281662204
AT_USER for me its shiko,,397450321129406464,127343043
"AT_USER cows do have best friends and become stressed when they are separated."" imagine",,397450485663559680,127343043
basketball bromance first champs giniwasekao last game 20th oct. mashujaaday @ eldoret URL,,397450595868901377,519250142
venom of justice(1995) AT_USER first movie...,,397450650478739456,1497573584
AT_USER to do list: drink water. sleep more. drink tea. exercise more. eat healthier. smile more.,,397450749703356416,127343043
silent night(1995) AT_USER first movie...,,397450782175686656,1497573584
AT_USER the math in your science class is harder than the math in your math class.,,397450853617250304,127343043
"AT_USER 😂😂😂😂 ebu listen to blu 3- hitaji ! woooiii, nolstagia 😭",,397450927671873536,281662204
"i'm respect, enough props and if you fu*k with me ar go fire the bloodclot (boom) real nigger na me be cool AT_USER",,397451001550340096,1497573584
i just want to warm my sweet bed.,,397451346083082240,316949753
"AT_USER adhiambo c, bamzigi the bounce, chonga viazi, czars amka ukatike, katika vultures, githurai, yuanitaka mr gooogs .. wooosh \o/",,397451397664632833,281662204
"AT_USER calling out- redsan, apakatwe-redsan, tafuta- xyzee,the anthem- bad man camp, monalisa vultures, atoti .. eshh boss 😏😏",,397451636551196672,281662204
"AT_USER that patonee and amani jam, let me talk to you. haahhaha 😂😂",,397451769670025217,281662204
[slow] still on mombasa rd towards cbd near the bellevue area as of 22:44 nairobisc,,397452217457713152,969336888
[slow] still nw-bound on moi ave after mama ngina st jnctn as of 22:44 nairobisc,,397452219923968000,969281192
[slow] still se-bound on moi ave to mama ngina st jnctn as of 22:44 nairobisc,,397452223799496704,969281192
[moderate] still in nyayo rndbt as of 22:44 nairobisc,,397452238471172096,965737039
[slow] changed from [moderate] on mombasa rd towards nyayo rndbt near marshalls bldg as of 22:44 nairobisc,,397452239813345280,965737039
[moderate] changed from [slow] on waiyaki way to westlands rndbt from cbd as of 22:44 nairobisc,,397452240891297793,965832518
AT_USER you will never lose a battle when prayer is your weapon!,,397452461709197312,450642633
just about to have an ecg (&gt;&lt;) (@ aar health centre - williamson house) URL,,397452778203009024,278228906
mr &amp; mrs AT_USER nice movie...,,397452905433022464,1497573584
“AT_USER AT_USER and now they are shit!!!” haha hopie you need to give your life to christ.,,397453365086797824,281662204
goodnight..,,397453384703541248,904385071
AT_USER AT_USER ehhh jeeeem!,,397453436968796160,281662204
mr &amp; mrs AT_USER u killed this movies...were is my guy AT_USER,,397453551074803713,1497573584
AT_USER AT_USER URL,,397453571199078400,281662204
AT_USER thanks,,397453620347559936,1915008901
AT_USER eehh kwanza that moooyoooniii mwaaanguni .. aauuuiiiii that was the jeeem !,,397453698848546816,281662204
AT_USER AT_USER URL,,397453749024993280,281662204
AT_USER hey was ua question wl answered n luvly nyt,,397453787851669504,2148784963
AT_USER AT_USER URL,,397453822815391744,281662204
"“AT_USER ""AT_USER kenyan locals back then were the shiiittt !"" you can say that again :)” 🙌🙌 deyeno my nigg !",,397453951429517313,281662204
AT_USER AT_USER URL,,397453978835095552,281662204
"AT_USER ""why dont you get off the internet &amp; be social"" (•_•) oh no &lt;) )/ / \ (•_•) \( (&gt; you / \ (•_•) &lt;) )&gt; didn't / \",,397454027539382272,789351523
AT_USER AT_USER URL,,397454115472932864,281662204
AT_USER AT_USER just to show ya'll my locals game is waaay up ! 😏😏😎😎,,397454272096665600,281662204
my humble one... AT_USER ; its in the blood AT_USER AT_USER fam lastdays funtimes… URL,,397454462404812800,437029845
the reason why i deleted my bitstrip is cos' my character looks nothing like me ! 😭😭 jesustakethewheel,,397454813023465472,281662204
AT_USER eps 6?,,397455261243572224,467807361
[slow] changed from [moderate] on waiyaki way to westlands rndbt from cbd as of 22:59 nairobisc,,397455909615460352,965832518
AT_USER why so,,397457387025891328,409638745
[moderate] changed from [slow] on mombasa rd towards nyayo rndbt near marshalls bldg as of 23:12 nairobisc,,397459698007281665,965737039
hv not see any female rapper that will take the place of AT_USER ur still the best....,,397461721339936768,1497573584
moments when every inch of love feels right.....,,397461749110407168,544563953
AT_USER AT_USER hehehehe i just wonder the number of unwarranted shootings we can have. intricate balance between safety and danger.,,397461909525762049,276877973
"rt ""AT_USER samsung note iii *cries*"" ......i love it more",,397462618774196224,283130535
ambition z priceless!,,397463022798921728,404711640
AT_USER AT_USER AT_USER parting short mbegu panda kwa shamba,,397463461526908929,202845350
[slow] still on mombasa rd towards airport near the bellevue area as of 23:28 nairobisc,,397463472251744256,969336888
[moderate] still on mama ngina st to moi ave as of 23:28 nairobisc,,397463472977346561,969281192
[moderate] still at westlands rndbt entry from the mall shopping centre as of 23:28 nairobisc,,397463501892907008,965832518
[moderate] changed from [slow] on waiyaki way to westlands rndbt from cbd as of 23:28 nairobisc,,397463502773694464,965832518
[moderate] still on waiyaki way from westlands rndbt towards cbd as of 23:28 nairobisc,,397463504287838208,965832518
[moderate] still at westlands rndbt exit to the mall shopping centre as of 23:28 nairobisc,,397463505038610432,965832518
wishing upon a star :-) bless u my AT_USER,,397463613398470657,284400066
watch the innocent killer(2012) AT_USER another gud movie,,397464257635553280,1497573584
what do you call identical boobs? identitties 😂,,397464884897906688,283130535
AT_USER have u dmed me lately?,,397467032784236544,55502543
[moderate] changed from [slow] on mombasa rd towards cbd near the bellevue area as of 23:47 nairobisc,,397467245380509696,969336888
[slow] changed from [moderate] in nyayo rndbt as of 23:47 nairobisc,,397467247259557888,965737039
[slow] changed from [moderate] on mombasa rd towards nyayo rndbt near marshalls bldg as of 23:47 nairobisc,,397467248027115520,965737039
AT_USER wayie ni iber yawa ei idwa pakri saidi,,397467297860059136,301901545
"strong pple alwys av thea lives in order.evn whn sad and av tears in thea eyes, they stil manage to say ""i'm ok"" wth a smile on thea face:-)",,397467328344236032,784353751
AT_USER what are you doing uko,,397467521424834561,41856198
watch stronger than pain(2007) starring AT_USER,,397467713914023936,1497573584
"the devil is really alwys at work,buh no power is above the almighty god.",,397467805031092224,784353751
remember remember the 5th of november,,397468703274827776,467807361
AT_USER i only have till 5 :( waited for 6 all week!,,397469104405508096,467807361
driver rt AT_USER that profession you wanted as a kid but you abandoned as you grew older? qna,,397469221355282432,479326848
AT_USER em i wrong?,,397469254662225920,283130535
watch my driver(2004)starring AT_USER and justus esiri,,397469283183513600,1497573584
taking a well deserve break.something to chew n drink. (@ florida 2000 discotheque - AT_USER URL,,397469538763411456,84335426
team insomnia!.....,,397470198443565056,353222544
AT_USER kazi gani?,,397470778259935233,479326848
AT_USER i think you are very rush. for you to defend a postion you have to understand issues some of us don't. AT_USER,,397470832018345984,353222544
[slow] still nw-bound on moi ave after mama ngina st jnctn as of 23:59 nairobisc,,397471018987438080,969281192
[slow] still se-bound on moi ave to mama ngina st jnctn as of 23:59 nairobisc,,397471019851452416,969281192
[slow] changed from [moderate] on waiyaki way to westlands rndbt from cbd as of 23:59 nairobisc,,397471026394574848,965832518
rt AT_USER rt AT_USER retweet if you are up,,397471180711821312,479326848
"keep trying, no giving up rt AT_USER i tried...i know i did.",,397471865578729472,479326848
AT_USER what does e-verification entail?,,397472273332199424,5845962
"rt AT_USER one good thing about music, when it hits you, you feel no pain. ― bob marley",,397472663033356288,479326848
"unatisha nani rt AT_USER just unfollowed 1,828 tweeps who rarely interact with me...25,802 more to go!",,397473023592529921,479326848
AT_USER na io umechoka kufanya ni nini?,,397473490552754176,479326848
happy birthday lovely little daughter :):),,397473915851005952,1374820927
happy birthday my lovely little daughter :):)..AT_USER,,397474239286345728,1374820927
[moderate] changed from [slow] on mombasa rd towards airport near the bellevue area as of 00:13 nairobisc,,397474821576998912,969336888
[moderate] changed from [slow] nw-bound on moi ave after mama ngina st jnctn as of 00:13 nairobisc,,397474824118747136,969281192
[moderate] changed from [slow] se-bound on moi ave to mama ngina st jnctn as of 00:13 nairobisc,,397474829093195777,969281192
[moderate] changed from [slow] in nyayo rndbt as of 00:13 nairobisc,,397474846231113729,965737039
[moderate] changed from [slow] on mombasa rd towards nyayo rndbt near marshalls bldg as of 00:13 nairobisc,,397474849360064512,965737039
[moderate] changed from [slow] on waiyaki way to westlands rndbt from cbd as of 00:13 nairobisc,,397474854460354561,965832518
late night discovery: syncretism. zimbabwe you weird country.,,397474914057601024,18231070
clearly i love my family....still up at this hr helping a sad soul...,,397475038745485312,1555983702
AT_USER that's great,,397475319617441792,41856198
"AT_USER stay strong, even when things begin to fall apart, stay strong.""tru 2 d@",,397476046129618944,1125102032
AT_USER anytime :)..btw u disappeared to wea?! even if u hide am going to track u down..eeeeeee!! cake ni lazima tule!!,,397476285427240960,1374820927
[slow] changed from [moderate] on mombasa rd towards cbd near the bellevue area as of 00:29 nairobisc,,397478563617599488,969336888
[slow] changed from [moderate] on mombasa rd towards airport near the bellevue area as of 00:29 nairobisc,,397478564821348352,969336888
[slow] changed from [moderate] nw-bound on moi ave after mama ngina st jnctn as of 00:29 nairobisc,,397478565618274304,969281192
[slow] changed from [moderate] se-bound on moi ave to mama ngina st jnctn as of 00:29 nairobisc,,397478566440349696,969281192
[slow] changed from [moderate] in nyayo rndbt as of 00:29 nairobisc,,397478571339300866,965737039
[slow] changed from [moderate] on mombasa rd towards nyayo rndbt near marshalls bldg as of 00:29 nairobisc,,397478572152991744,965737039
[moderate] changed from [slow] in nyayo rndbt as of 00:48 nairobisc,,397482381470212096,965737039
[moderate] still at westlands rndbt exit to the mall shopping centre as of 00:48 nairobisc,,397482382200020992,965832518
AT_USER lol i hv one like that but i went and knocked so they punguzad kelele,,397483002961625088,46350205
[moderate] changed from [slow] on mombasa rd towards cbd near the bellevue area as of 01:00 nairobisc,,397486129349263360,969336888
[moderate] still on mama ngina st to moi ave as of 01:00 nairobisc,,397486130292994048,969281192
[slow] changed from [moderate] in nyayo rndbt as of 01:00 nairobisc,,397486145950347265,965737039
[moderate] changed from [slow] on mombasa rd towards nyayo rndbt near marshalls bldg as of 01:00 nairobisc,,397486146931802113,965737039
[moderate] still at westlands rndbt entry from the mall shopping centre as of 01:00 nairobisc,,397486148005548032,965832518
